,SGD_Predicted,RFR_Predicted
0,14.472201894486817,13.412800000000002
1,12.631101911240709,15.063999999999998
2,18.65885145230895,12.6392
3,5.819973262082813,17.04
4,17.528319256129365,16.247800000000005
5,15.33385355769361,15.991200000000001
6,14.066200445880048,13.2228
7,15.97794839973811,13.070800000000002
8,16.267875240541073,16.5618
9,13.510838949602402,15.322599999999998
10,13.405288533172254,15.772600000000002
11,16.303759163022335,11.9026
12,13.607266210880537,16.429000000000006
13,5.839301591560776,13.111200000000004
14,17.004945418332266,16.625200000000003
15,9.500601299441477,12.317999999999998
16,15.61101653346709,11.781400000000001
17,9.487086786868419,13.922
18,18.71376130024801,14.165399999999998
19,15.800923674873951,16.282000000000004
20,15.021210549377258,14.229800000000001
21,5.412851744491652,12.681000000000001
22,14.841973668969105,17.205000000000002
23,15.622754117380875,12.848400000000003
24,18.275036732980087,16.4648
25,17.040564905000426,15.798200000000003
26,8.892633623747631,11.839400000000001
27,23.948241501066732,16.057200000000005
28,11.749781592598454,15.697600000000005
29,13.596837618474044,12.698000000000002
30,15.190037906535556,15.908000000000001
31,13.933954087128662,12.2994
32,13.205507422739915,13.744200000000001
33,15.791055085480457,16.282000000000004
34,12.032762433833803,16.148600000000005
35,18.540571752413847,12.964800000000002
36,12.401929056230086,12.895800000000001
37,13.775925601386614,15.251800000000001
38,15.797434287826123,11.7216
39,5.296224458924392,12.8994
40,14.84424176504519,12.177600000000002
41,17.278478531021292,16.8922
42,20.47574152981718,15.845000000000004
43,12.72269133649529,16.973800000000004
44,17.09005857197621,16.296000000000003
45,10.975232478082184,12.949000000000002
46,15.230205896696193,15.867200000000002
47,13.643942906220316,16.841000000000005
48,15.825139038833598,12.657200000000003
49,14.551110691725015,16.3534
50,13.863463908867248,14.411400000000004
51,9.688623848746328,13.550400000000002
52,9.995373970033649,15.987200000000005
53,19.315009810509743,13.4034
54,16.399805054574617,12.873600000000001
55,15.521441969409649,17.536000000000005
56,19.30725353819637,16.430400000000006
57,19.776602948626362,15.730600000000004
58,9.435653504331633,13.167
59,15.08311293303285,11.904200000000001
60,10.337494285377858,15.3178
61,14.680887562377153,13.457600000000003
62,19.5236287124365,13.408800000000003
63,14.205419970938152,13.553600000000001
64,13.992350343623576,12.9636
65,16.869965420160106,18.105600000000003
66,7.866562236596194,12.365000000000002
67,14.755877274229357,12.244800000000003
68,15.240512570127317,14.5604
69,8.544902004792414,14.558400000000004
70,15.333581053707148,14.391400000000003
71,17.191683466423854,13.0496
72,16.359689162196236,12.5298
73,14.724015142634618,12.186200000000001
74,14.714846478534884,12.333200000000001
75,14.032699676291378,16.381400000000006
76,16.0218195531223,13.962400000000002
77,15.233197813031374,16.3124
78,18.169742418478275,16.413400000000003
79,8.6501532369818,12.849800000000002
80,14.965575349917955,13.038800000000002
81,18.97652379954369,16.985599999999998
82,13.251744700256122,13.975800000000001
83,17.942491738358985,15.835800000000006
84,6.60788216728342,16.200600000000005
85,16.60061215312789,13.144799999999998
86,17.563753007843488,16.238200000000003
87,15.260698024527908,16.4174
88,12.037906843471827,12.2234
89,4.622996406527019,16.8088
90,7.967026814061894,18.266400000000004
91,15.162907151922278,13.328000000000001
92,13.982101778634744,18.364200000000004
93,20.155902504330697,12.233200000000002
94,17.850007176031422,15.772600000000002
95,16.15675905720313,14.836000000000004
96,21.716937485259766,16.5488
97,16.39358832621312,14.022400000000003
98,8.408804105186857,12.941600000000001
99,15.163382674844648,12.2712
100,10.808739254061864,17.135
101,10.688691750434936,12.1822
102,5.825728717184457,17.682000000000002
103,11.163350870141949,12.961200000000002
104,20.24250290948453,15.773800000000001
105,13.544972796707288,16.259400000000007
